year_of_birth,sex,age,date,population,bau_population,prev_population,bau_prev_population,acmr,bau_acmr,pr_death,bau_pr_death,deaths,bau_deaths,yld_rate,bau_yld_rate,person_years,bau_person_years,HALY,bau_HALY,LE,bau_LE,HALE,bau_HALE
1913.0,female,107.0,2020-01-01,2.8101816254826644,2.8101816254826644,3.0485006610000003,3.0485006610000003,0.08140076653369846,0.08140076653369846,0.07817581887587988,0.07817581887587988,0.2383190355173361,0.2383190355173361,0.497501817,0.497501817,0.24076776519791773,0.24076776519791773,0.12098536453692428,0.12098536453692428,0.9323312141314268,0.9323312141314268,0.4684947410552259,0.4684947410552259
1913.0,female,107.0,2020-01-31,2.590493375720606,2.590493375720606,2.810181625482665,2.810181625482665,0.08140076653369846,0.08140076653369846,0.07817581887587988,0.07817581887587988,0.21968824976205847,0.21968824976205847,0.497501817,0.497501817,0.22194554799465496,0.22194554799465496,0.1115272345922534,0.1115272345922534,0.9257211469048221,0.9257211469048221,0.4651731942843492,0.4651731942843492
1913.0,female,107.0,2020-03-01,2.3879794347811054,2.3879794347811054,2.590493375720606,2.590493375720606,0.08140076653369846,0.08140076653369846,0.07817581887587988,0.07817581887587988,0.20251394093950073,0.20251394093950073,0.497501817,0.497501817,0.20459477303431692,0.20459477303431692,0.10280850170104164,0.10280850170104164,0.9185505092041016,0.9185505092041016,0.4615699618687859,0.4615699618687859
1913.0,female,107.0,2020-03-31,2.2012971870083318,2.2012971870083318,2.3879794347811054,2.3879794347811054,0.08140076653369846,0.08140076653369846,0.07817581887587988,0.07817581887587988,0.1866822477727737,0.1866822477727737,0.497501817,0.497501817,0.1886004091146344,0.1886004091146344,0.09477136289316042,0.09477136289316042,0.9107717615344795,0.9107717615344795,0.4576611552987853,0.4576611552987853
1913.0,female,107.0,2020-04-30,2.0292089768247847,2.0292089768247847,2.2012971870083318,2.2012971870083318,0.08140076653369846,0.08140076653369846,0.07817581887587988,0.07817581887587988,0.17208821018354722,0.17208821018354722,0.497501817,0.497501817,0.17385641769177193,0.17385641769177193,0.08736253399300443,0.08736253399300443,0.9023333327875396,0.9023333327875396,0.453420860186073,0.453420860186073
1913.0,female,107.0,2020-05-30,1.8705739033912208,1.8705739033912208,2.0292089768247847,2.0292089768247847,0.08140076653369846,0.08140076653369846,0.07817581887587988,0.07817581887587988,0.1586350734335639,0.1586350734335639,0.497501817,0.497501817,0.16026504987189064,0.16026504987189064,0.08053289635902941,0.08053289635902941,0.8931792783379702,0.8931792783379702,0.4488209644580813,0.4488209644580813
1913.0,female,107.0,2020-06-29,1.724340256725761,1.724340256725761,1.8705739033912208,1.8705739033912208,0.08140076653369846,0.08140076653369846,0.07817581887587988,0.07817581887587988,0.1462336466654597,0.1462336466654597,0.497501817,0.497501817,0.14773619836097185,0.14773619836097185,0.07423717123971592,0.07423717123971592,0.8832489091450005,0.8832489091450005,0.4438309719820949,0.4438309719820949
1913.0,female,107.0,2020-07-29,1.5895385451355797,1.5895385451355797,1.724340256725761,1.724340256725761,0.08140076653369846,0.08140076653369846,0.07817581887587988,0.07817581887587988,0.1348017115901813,0.1348017115901813,0.497501817,0.497501817,0.13618680007649345,0.13618680007649345,0.06843361958702221,0.06843361958702221,0.8724763893995757,0.8724763893995757,0.43841780038368733,0.43841780038368733
1913.0,female,107.0,2020-08-28,1.465275067734831,1.465275067734831,1.5895385451355797,1.5895385451355797,0.08140076653369846,0.08140076653369846,0.07817581887587988,0.07817581887587988,0.12426347740074868,0.12426347740074868,0.497501817,0.497501817,0.12554028546042784,0.12554028546042784,0.0630837653371663,0.0630837653371663,0.8607903000497735,0.8607903000497735,0.4325455617190361,0.4325455617190361
1913.0,female,107.0,2020-09-27,1.3507259894362502,1.3507259894362502,1.465275067734831,1.465275067734831,0.08140076653369846,0.08140076653369846,0.07817581887587988,0.07817581887587988,0.11454907829858077,0.11454907829858077,0.497501817,0.497501817,0.11572607084264716,0.11572607084264716,0.05815214032415947,0.05815214032415947,0.8481131653107482,0.8481131653107482,0.4261753245470296,0.4261753245470296
