year_of_birth,sex,age,date,population,bau_population,prev_population,bau_prev_population,acmr,bau_acmr,pr_death,bau_pr_death,deaths,bau_deaths,yld_rate,bau_yld_rate,person_years,bau_person_years,HALY,bau_HALY,LE,bau_LE,HALE,bau_HALE
1913.0,female,107.0,2020-01-01,15.294204575007793,15.294204575007793,16.66288679,16.66288679,0.08570992774503694,0.08570992774503694,0.08213956154425794,0.08213956154425794,1.3686822149922078,1.3686822149922078,0.43510533,0.43510533,1.3133051245893614,1.3133051245893614,0.7418790649642161,0.7418790649642161,0.8932127474349889,0.8932127474349889,0.5045711202020814,0.5045711202020814
1913.0,female,107.0,2020-01-31,14.03794531704847,14.03794531704847,15.294204575007793,15.294204575007793,0.08570992774503694,0.08570992774503694,0.08213956154425794,0.08213956154425794,1.2562592579593241,1.2562592579593241,0.43510533,0.43510533,1.2054308174817643,1.2054308174817643,0.6809414438491914,0.6809414438491914,0.887277118515842,0.887277118515842,0.5012181150625574,0.5012181150625574
1913.0,female,107.0,2020-03-01,12.884874643723839,12.884874643723839,14.037945317048468,14.037945317048468,0.08570992774503694,0.08570992774503694,0.08213956154425794,0.08213956154425794,1.1530706733246303,1.1530706733246303,0.43510533,0.43510533,1.1064172586618757,1.1064172586618757,0.6250092122141049,0.6250092122141049,0.88081030867149,0.88081030867149,0.49756504864957946,0.49756504864957946
1913.0,female,107.0,2020-03-31,11.826516689935636,11.826516689935636,12.884874643723839,12.884874643723839,0.08570992774503694,0.08570992774503694,0.08213956154425794,0.08213956154425794,1.0583579537882029,1.0583579537882029,0.43510533,0.43510533,1.0155366301503892,1.0155366301503892,0.5736712295617161,0.5736712295617161,0.8737647823873065,0.8737647823873065,0.4935850684042992,0.4935850684042992
1913.0,female,107.0,2020-04-30,10.855091794428473,10.855091794428473,11.826516689935636,11.826516689935636,0.08570992774503694,0.08570992774503694,0.08213956154425794,0.08213956154425794,0.9714248955071619,0.9714248955071619,0.43510533,0.43510533,0.932120896617703,0.932120896617703,0.5265501262949615,0.5265501262949615,0.866088750183503,0.866088750183503,0.4892489187256223,0.4892489187256223
1913.0,female,107.0,2020-05-30,9.963459313911446,9.963459313911446,10.855091794428473,10.855091794428473,0.08570992774503694,0.08570992774503694,0.08213956154425794,0.08213956154425794,0.8916324805170269,0.8916324805170269,0.43510533,0.43510533,0.8555568948632843,0.8555568948632843,0.48329952979001967,0.48329952979001967,0.8577257879267158,0.8577257879267158,0.4845247259213521,0.4845247259213521
1913.0,female,107.0,2020-06-29,9.145065134402707,9.145065134402707,9.963459313911446,9.963459313911446,0.08570992774503694,0.08570992774503694,0.08213956154425794,0.08213956154425794,0.8183941795087393,0.8183941795087393,0.43510533,0.43510533,0.7852818266430474,0.7852818266430474,0.4436015183185214,0.4436015183185214,0.848614422073692,0.848614422073692,0.4793777639145589,0.4793777639145589
1913.0,female,107.0,2020-07-29,8.393893493969188,8.393893493969188,9.145065134402707,9.145065134402707,0.08570992774503694,0.08570992774503694,0.08213956154425794,0.08213956154425794,0.7511716404335187,0.7511716404335187,0.43510533,0.43510533,0.7207791217139135,0.7207791217139135,0.40716428410347094,0.40716428410347094,0.8386876777983278,0.8386876777983278,0.47377019898295264,0.47377019898295264
1913.0,female,107.0,2020-08-28,7.704422762725359,7.704422762725359,8.393893493969188,8.393893493969188,0.08570992774503694,0.08570992774503694,0.08213956154425794,0.08213956154425794,0.6894707312438284,0.6894707312438284,0.43510533,0.43510533,0.6615746406860773,0.6615746406860773,0.37371998833073017,0.37371998833073017,0.8278725866804826,0.8278725866804826,0.4676608116549175,0.4676608116549175
1913.0,female,107.0,2020-09-27,7.071584855043498,7.071584855043498,7.704422762725359,7.704422762725359,0.08570992774503694,0.08570992774503694,0.08213956154425794,0.08213956154425794,0.6328379076818614,0.6328379076818614,0.43510533,0.43510533,0.6072331897713228,0.6072331897713228,0.34302279234891875,0.34302279234891875,0.8160896503377405,0.8160896503377405,0.46100469371795333,0.46100469371795333
