year_of_birth,sex,age,date,population,bau_population,prev_population,bau_prev_population,acmr,bau_acmr,pr_death,bau_pr_death,deaths,bau_deaths,yld_rate,bau_yld_rate,person_years,bau_person_years,HALY,bau_HALY,expenditure,bau_expenditure,COVID19_deaths
1977.0,female,59.0,2036-03-07,797147.5954655581,797149.456730534,797319.2181361864,797321.0798018851,0.0002152728044597665,0.00021527280445974117,0.00021524963493224636,0.00021524963493213534,171.6226706282782,171.6230713510517,0.16396677,0.16396677,65526.03343568813,65526.18643283914,33640.89201250821,33640.97056084031,215015149.44339925,215015651.48363525,0.0
1977.0,female,59.0,2036-04-06,796976.009736647,796977.8706009864,797147.5954655581,797149.456730534,0.0002152728044597665,0.00021527280445974117,0.00021524963493224636,0.00021524963493213534,171.5857289110794,171.58612954759744,0.16396677,0.16396677,65511.92898091253,65512.08194513097,33550.92252067794,33551.000858939704,214440111.0727152,214440611.77029043,0.0
1977.0,female,59.0,2036-05-06,796804.4609415014,796806.3214052905,796976.009736647,796977.8706009864,0.0002152728044597665,0.00021527280445974117,0.00021524963493224636,0.00021524963493213534,171.5487951455717,171.54919569585292,0.16396677,0.16396677,65497.82756211568,65497.980493408635,33461.19364403281,33461.271772786065,213866610.5896107,213867109.94811606,0.0
1977.0,female,59.0,2036-06-05,796632.9490721714,796634.8091354964,796804.4609415014,796806.3214052905,0.0002152728044597665,0.00021527280445974117,0.00021524963493224636,0.00021524963493213534,171.51186933004354,171.5122697941065,0.16396677,0.16396677,65483.72917864408,65483.88207701863,33371.70473906952,33371.78265887455,213294643.881146,213295141.90416273,0.0
1977.0,female,59.0,2036-07-05,796461.4741207085,796463.3337836558,796632.9490721714,796634.8091354964,0.0002152728044597665,0.00021527280445974117,0.00021524963493224636,0.00021524963493213534,171.47495146278368,171.4753518406469,0.16396677,0.16396677,65469.63382984437,65469.78669530762,33282.45516400571,33282.532875421355,212724206.84538105,212724703.53648075,0.0
1977.0,female,59.0,2036-08-04,796290.0360791665,796291.8953418221,796461.4741207085,796463.3337836558,0.0002152728044597665,0.00021527280445974117,0.00021524963493224636,0.00021524963493213534,171.4380415420813,171.43844183376336,0.16396677,0.16396677,65455.541515063356,65455.694347622375,33193.444278775445,33193.521782359014,212155295.39134592,212155790.75409067,0.0
1977.0,female,59.0,2036-09-03,796118.6349396002,796120.4938020504,796290.0360791665,796291.8953418221,0.0002152728044597665,0.00021527280445974117,0.00021524963493224636,0.00021524963493213534,171.40113956622585,171.40153977174532,0.16396677,0.16396677,65441.45223364794,65441.605033309825,33104.671445024556,33104.74874133188,211587905.43901163,211588399.476954,0.0
1977.0,female,59.0,2036-10-03,795947.2706940668,795949.1291563974,796118.6349396002,796120.4938020504,0.0002152728044597665,0.00021527280445974117,0.00021524963493224636,0.00021524963493213534,171.36424553350727,171.36464565288264,0.16396677,0.16396677,65427.365984945216,65427.51875171703,33016.13602610614,33016.21311569156,211022032.91926095,211022525.63594404,0.0
1977.0,female,59.0,2036-11-02,795775.9433346245,795777.801396922,795947.2706940668,795949.1291563974,0.0002152728044597665,0.00021527280445974117,0.00021524963493224636,0.00021524963493213534,171.32735944221574,171.32775947546557,0.16396677,0.16396677,65413.28276830237,65413.435502191205,32927.837387075895,32927.91427049226,210457673.77385908,210458165.17281643,0.0
1977.0,female,59.0,2036-12-02,795604.6528533339,795606.5105156841,795775.9433346245,795777.801396922,0.0002152728044597665,0.00021527280445974117,0.00021524963493224636,0.00021524963493213534,171.2904812906419,171.29088123778476,0.16396677,0.16396677,65399.20258306678,65399.3552840797,32839.77489468767,32839.85157248636,209894823.9554246,209895314.04018036,0.0
1977.0,female,60.0,2037-01-01,795419.2120442039,795421.0692735672,795604.6528533339,795606.5105156841,0.00023310877235855384,0.00023310877235854338,0.000233081604619767,0.000233081604619767,185.44080913000775,185.4412421169292,0.17822409,0.17822409,65384.542393049494,65384.695059832244,32193.12443674853,32193.199604678968,251101811.88677925,251102398.18599248,0.0
1977.0,female,60.0,2037-01-31,795233.8144579153,795235.6712543925,795419.2120442039,795421.0692735672,0.00023310877235855384,0.00023310877235854338,0.000233081604619767,0.000233081604619767,185.39758628865374,185.39801917465388,0.17822409,0.17822409,65369.302458991195,65369.45509019012,32106.4542122197,32106.52917778328,250425796.40842506,250426381.12920547,0.0
1977.0,female,60.0,2037-03-02,795048.4600843935,795050.3164480856,795233.8144579153,795235.6712543925,0.00023310877235855384,0.00023310877235854338,0.000233081604619767,0.000233081604619767,185.35437352174895,185.35480630685132,0.17822409,0.17822409,65354.066077081174,65354.21867270457,32020.017320986448,32020.092084727978,249751600.8967352,249752184.0433322,0.0
1977.0,female,60.0,2037-04-01,794863.1489135666,794865.0048445744,795048.4600843935,795050.3164480856,0.00023310877235855384,0.00023310877235854338,0.000233081604619767,0.000233081604619767,185.31117082694522,185.31160351117333,0.17822409,0.17822409,65338.83324649151,65338.985806547666,31933.813134869644,31933.88769733247,249079220.4520013,249079802.0286529,0.0
1977.0,female,60.0,2037-05-01,794677.8809353648,794679.7364337891,794863.1489135666,794865.0048445744,0.00023310877235855384,0.00023310877235854338,0.000233081604619767,0.000233081604619767,185.26797820189492,185.26841078527227,0.17822409,0.17822409,65323.60396639444,65323.756490891654,31847.84102738133,31847.91538910734,248408650.18770602,248409230.19863886,0.0
1977.0,female,60.0,2037-05-31,794492.6561397205,794494.5112056623,794677.8809353648,794679.7364337891,0.00023310877235855384,0.00023310877235854338,0.000233081604619767,0.000233081604619767,185.22479564425097,185.22522812680108,0.17822409,0.17822409,65308.378235962395,65308.53072490896,31762.100373720175,31762.17453524979,247739885.23048753,247740463.67991683,0.0
1977.0,female,60.0,2037-06-30,794307.4745165688,794309.3291501289,794492.6561397205,794494.5112056623,0.00023310877235855384,0.00023310877235854338,0.000233081604619767,0.000233081604619767,185.18162315166683,185.18205553341323,0.17822409,0.17822409,65293.15605436805,65293.308507772235,31676.590550766952,31676.66451263913,247072920.72010398,247073497.61223358,0.0
1977.0,female,60.0,2037-07-30,794122.336055847,794124.1902571261,794307.4745165688,794309.3291501289,0.00023310877235855384,0.00023310877235854338,0.000233081604619767,0.000233081604619767,185.13846072179655,185.13889300276273,0.17822409,0.17822409,65277.937420784205,65278.08983865432,31591.31093707997,31591.384699832248,246407751.80939826,246408327.14842078,0.0
1977.0,female,60.0,2037-08-29,793937.2407474947,793939.0945165936,794122.336055847,794124.1902571261,0.00023310877235855384,0.00023310877235854338,0.000233081604619767,0.000233081604619767,185.0953083522947,185.0957405325041,0.17822409,0.17822409,65262.72233438391,65262.874716728205,31506.260912890604,31506.33447705903,245744373.66426283,245744947.4543595,0.0
1977.0,female,60.0,2037-09-28,793752.1885814539,793754.0419184733,793937.2407474947,793939.0945165936,0.00023310877235855384,0.00023310877235854338,0.000233081604619767,0.000233081604619767,185.05216604081633,185.05259812029252,0.17822409,0.17822409,65247.51079434034,65247.663141167126,31421.439860098744,31421.513226217965,245082781.4636044,245083353.70894527,0.0
1977.0,female,60.0,2037-10-28,793567.1795476689,793569.0324527095,793752.1885814539,793754.0419184733,0.00023310877235855384,0.00023310877235854338,0.000233081604619767,0.000233081604619767,185.00903378501718,185.00946576378357,0.17822409,0.17822409,65232.30279982696,65232.455111144496,31336.847162268357,31336.920330871548,244422970.3993091,244423541.10405293,0.0
1977.0,female,60.0,2037-11-27,793382.2136360863,793384.0661092489,793567.1795476689,793569.0324527095,0.00023310877235855384,0.00023310877235854338,0.000233081604619767,0.000233081604619767,184.96591158255342,184.96634346063348,0.17822409,0.17822409,65217.09835001733,65217.250625833905,31252.482204622953,31252.555176241873,243764935.67620748,243765504.84450185,0.0
1977.0,female,60.0,2037-12-27,793197.2908366552,793199.1428780404,793382.2136360863,793384.0661092489,0.00023310877235855384,0.00023310877235854338,0.000233081604619767,0.000233081604619767,184.92279943108178,184.92323120849903,0.17822409,0.17822409,65201.89744408526,65202.04968440915,31168.34437404115,31168.417149206114,243108672.51203954,243109240.14802092,0.0
1977.0,female,61.0,2038-01-26,792996.5148299478,792998.3664025399,793197.2908366552,793199.1428780404,0.0002531544469060087,0.00025315444690599226,0.000253122406022821,0.000253122406022821,200.77600670735745,200.77647550052896,0.17822409,0.17822409,65186.04680821656,65186.1990115307,31084.121544273203,31084.19412278575,242449316.02862483,242449882.12507054,0.0
1977.0,female,61.0,2038-02-25,792795.7896441463,792797.6407480639,792996.5148299478,792998.3664025399,0.0002531544469060087,0.00025315444690599226,0.000253122406022821,0.000253122406022821,200.72518580146806,200.72565447597748,0.17822409,0.17822409,65169.54675920935,65169.69892399742,30999.81555526965,30999.887936935615,241791747.84411252,241792312.40519813,0.0
1977.0,female,61.0,2038-03-27,792595.1152663869,792596.9659017485,792795.7896441463,792797.6407480639,0.0002531544469060087,0.00025315444690599226,0.000253122406022821,0.000253122406022821,200.67437775948858,200.674846315366,0.17822409,0.17822409,65153.050886734236,65153.20301300598,30915.73821997831,30915.810405331562,241135963.10829937,241136526.13818905,0.0
1977.0,female,61.0,2038-04-26,792394.4916838087,792396.341850733,792595.1152663869,792596.9659017485,0.0002531544469060087,0.00025315444690599226,0.000253122406022821,0.000253122406022821,200.623582578163,200.6240510154384,0.17822409,0.17822409,65136.55918973407,65136.711277499235,30831.888918247278,30831.960907820252,240481956.98413682,240482518.4869834,0.0
1977.0,female,61.0,2038-05-26,792193.9188835545,792195.7685821601,792394.4916838087,792396.341850733,0.0002531544469060087,0.00025315444690599226,0.000253122406022821,0.000253122406022821,200.5728002542359,200.5732685729393,0.17822409,0.17822409,65120.07166715191,65120.22371642027,30748.267031606592,30748.338825930303,239829724.6476952,239830284.62764037,0.0
1977.0,female,61.0,2038-06-25,791993.3968527701,791995.2460831755,792193.9188835545,792195.7685821601,0.0002531544469060087,0.00025315444690599226,0.000253122406022821,0.000253122406022821,200.5220307844528,200.52249898461426,0.17822409,0.17822409,65103.58831793115,65103.74032871242,30664.871943263737,30664.943542867724,239179261.28812838,239179819.7493025,0.0
1977.0,female,61.0,2038-07-25,791792.9255786046,791794.7743409283,791993.3968527701,791995.2460831755,0.0002531544469060087,0.00025315444690599226,0.000253122406022821,0.000253122406022821,200.47127416556006,200.4717422472096,0.17822409,0.17822409,65087.1091410154,65087.261113319335,30581.703038099025,30581.774443511407,238530562.10763797,238531119.05416027,0.0
1977.0,female,61.0,2038-08-24,791592.5050482103,791594.3533425708,791792.9255786046,791794.7743409283,0.0002531544469060087,0.00025315444690599226,0.000253122406022821,0.000253122406022821,200.42053039430482,200.42099835747237,0.17822409,0.17822409,65070.634135348555,65070.78606918489,30498.759702661107,30498.830914408565,237883622.32143828,237884177.75741678,0.0
1977.0,female,61.0,2038-09-23,791392.1352487429,791393.9830752587,791592.5050482103,791594.3533425708,0.0002531544469060087,0.00025315444690599226,0.000253122406022821,0.000253122406022821,200.36979946743506,200.37026731215065,0.17822409,0.17822409,65054.16329987479,65054.31519525326,30416.041325162416,30416.112343770208,237238437.15772083,237238991.08725238,0.0
1977.0,female,61.0,2038-10-23,791191.8161673612,791193.6635261506,791392.1352487429,791393.9830752587,0.0002531544469060087,0.00025315444690599226,0.000253122406022821,0.000253122406022821,200.31908138169956,200.31954910799314,0.17822409,0.17822409,65037.69663353852,65037.84849046887,30333.547295474673,30333.618121466632,236595001.8576191,236595554.28478947,0.0
1977.0,female,61.0,2038-11-22,790991.5477912273,790993.3946824089,791191.8161673612,791193.6635261506,0.0002531544469060087,0.00025315444690599226,0.000253122406022821,0.000253122406022821,200.26837613384794,200.26884374174952,0.17822409,0.17822409,65021.23413528446,65021.38595377642,30251.277005124386,30251.347639022926,235953311.67517358,235953862.6040575,0.0
1977.0,female,61.0,2038-12-22,790791.3301075067,790793.1765311987,790991.5477912273,790993.3946824089,0.0002531544469060087,0.00025315444690599226,0.000253122406022821,0.000253122406022821,200.21768372063067,200.2181512101702,0.17822409,0.17822409,65004.77580405756,65004.92758412085,30169.229847288352,30169.30028961446,235313361.87729675,235313911.31195775,0.0
1977.0,female,62.0,2039-01-21,790573.9525111166,790575.7984272523,790791.3301075067,790793.1765311987,0.0002749239535590049,0.0002749239535589516,0.0002748861654319201,0.0002748861654318091,217.37759639006026,217.3781039463009,0.17822409,0.17822409,64987.614354189995,64987.766094182916,30087.07776782267,30087.14801833137,234670039.037155,234670586.96971744,0.0
1977.0,female,62.0,2039-02-20,790356.6346688205,790358.4800775395,790573.9525111166,790575.7984272523,0.0002749239535590049,0.0002749239535589516,0.0002748861654319201,0.0002748861654318091,217.31784229613777,217.31834971285826,0.17822409,0.17822409,64969.75015807961,64969.9018563613,30004.822751929212,30004.892810380148,234028474.97634202,234029021.4109125,0.0
1977.0,female,62.0,2039-03-22,790139.3765641927,790141.2214656344,790356.6346688205,790358.4800775395,0.0002749239535590049,0.0002749239535589516,0.0002748861654319201,0.0002748861654318091,217.25810462778907,217.25861190502772,0.17822409,0.17822409,64951.890872589574,64952.04252917152,29922.792612897898,29922.86247981615,233388664.88653368,233389209.82720757,0.0
1977.0,female,62.0,2039-04-21,789922.1781808122,789924.0225751161,790139.3765641927,790141.2214656344,0.0002749239535590049,0.0002749239535589516,0.0002748861654319201,0.0002748861654318091,217.1983833804989,217.1988905182941,0.17822409,0.17822409,64934.036496370056,64934.18811126372,29840.986735938222,29841.05641184742,232750603.97255132,232751147.42341277,0.0
1977.0,female,62.0,2039-05-21,789705.0395022624,789706.883389568,789922.1781808122,789924.0225751161,0.0002749239535590049,0.0002749239535589516,0.0002748861654319201,0.0002748861654318091,217.13867854975342,217.13918554814347,0.17822409,0.17822409,64916.18702807155,64916.33860128838,29759.404507940457,29759.47399336279,232114287.4523258,232114829.4174478,0.0
1977.0,female,62.0,2039-06-20,789487.9605121313,789489.8038925779,789705.0395022624,789706.883389568,0.0002749239535590049,0.0002749239535589516,0.0002748861654319201,0.0002748861654318091,217.07899013103992,217.07949699006315,0.17822409,0.17822409,64898.34246634495,64898.493997896396,29678.04531747104,29678.114612927286,231479710.5568618,231480251.04030618,0.0
1977.0,female,62.0,2039-07-20,789270.9411940115,789272.7840677383,789487.9605121313,789489.8038925779,0.0002749239535590049,0.0002749239535589516,0.0002748861654319201,0.0002748861654318091,217.01931811984696,217.01982483954168,0.17822409,0.17822409,64880.502809841484,64880.65429973901,29596.90855476801,29596.977660777517,230846868.5302017,230847407.53601927,0.0
1977.0,female,62.0,2039-08-19,789053.9815314998,789055.8238986463,789270.9411940115,789272.7840677383,0.0002749239535590049,0.0002749239535589516,0.0002748861654319201,0.0002748861654318091,216.95966251166433,216.96016909206887,0.17822409,0.17822409,64862.66805721279,64862.81950546786,29515.993611736438,29516.062528817143,230215756.6293904,230216294.16162083,0.0
1977.0,female,62.0,2039-09-18,788837.0815081978,788838.9233689031,789053.9815314998,789055.8238986463,0.0002749239535590049,0.0002749239535589516,0.0002748861654319201,0.0002748861654318091,216.90002330198308,216.9005297431357,0.17822409,0.17822409,64844.838207110864,64844.989613734906,29435.299881943873,29435.368610612273,229586370.12443954,229586906.18711144,0.0
1977.0,female,62.0,2039-10-18,788620.2411077116,788622.0824621149,788837.0815081978,788838.9233689031,0.0002749239535590049,0.0002749239535589516,0.0002748861654319201,0.0002748861654318091,216.84040048629552,216.8409067882345,0.17822409,0.17822409,64827.01325818805,64827.16462319251,29354.826760615768,29354.895301386972,228958704.29829195,228959238.89542294,0.0
1977.0,female,62.0,2039-11-17,788403.4603136515,788405.301161892,788620.2411077116,788622.0824621149,0.0002749239535590049,0.0002749239535589516,0.0002748861654319201,0.0002748861654318091,216.78079406009513,216.7813002228587,0.17822409,0.17822409,64809.19320909711,64809.34453249344,29274.57364463099,29274.64199801869,228332754.4467865,228333287.58238322,0.0
1977.0,female,62.0,2039-12-17,788186.7391096326,788188.5794518496,788403.4603136515,788405.301161892,0.0002749239535590049,0.0002749239535589516,0.0002748861654319201,0.0002748861654318091,216.72120401887668,216.72171004250313,0.17822409,0.17822409,64791.37805849112,64791.52934029075,29194.53993251726,29194.60809903374,227708515.8786227,227709047.5566809,0.0
1978.0,male,42.0,2020-01-01,810263.310692088,810263.310692088,810368.0,810368.0,0.00012919571202521797,0.00012919571202525917,0.00012918736661859942,0.00012918736661871044,104.68930791198117,104.68930791207114,0.1266119,0.1266119,66601.28674077074,66601.28674077074,58025.694229811656,58025.694229811656,201960424.3490351,201960424.3490351,0.0
1978.0,male,42.0,2020-01-31,810157.6413216385,810158.6349087119,810263.310692088,810263.310692088,0.0001304221232982446,0.00012919571202525917,0.0001304136187028071,0.00012918736661871044,105.66937044947208,104.67578337606885,0.12654507653888322,0.1266119,66592.6418635778,66592.68269592327,57879.883951660915,57875.491352172525,201461047.01955134,201437638.0677318,0.5854916335999656
1978.0,male,42.0,2020-03-01,810051.983590443,810053.9726481247,810157.6413216385,810158.6349087119,0.00013042476691975055,0.00012919571202525917,0.00013041626197962675,0.00012918736661871044,105.65773119539928,104.66226058726575,0.12654472565510705,0.1266119,66583.95718816773,66584.07976260972,57730.01082659135,57725.677283400764,200939306.43986213,200916205.04906306,0.5854152775173076
1978.0,male,42.0,2020-03-31,809946.3374913085,809949.3239085792,810051.983590443,810053.9726481247,0.00013042741823795107,0.00012919571202525917,0.0001304189129520683,0.00012918736661871044,105.64609913453226,104.64873954543613,0.12654437406337302,0.1266119,66575.27346911308,66575.47794068645,57580.525674500714,57576.25101704203,200418916.5241613,200396121.79002988,0.5853389298451079
1978.0,male,42.0,2020-04-30,809841.3411250364,809844.6886883288,809946.3374913085,809949.3239085792,0.00012964213496043762,0.00012919571202525917,0.00012963373178198623,0.00012918736661871044,104.99636627215038,104.63522025035428,0.12655264331490548,0.1266119,66566.61692943882,66566.87723000991,57430.88323177717,57427.21154924726,199876558.58618736,199877384.79670116,0.0
1978.0,male,42.0,2020-05-30,809736.409129485,809740.066985627,809841.3411250364,809844.6886883288,0.00012957944832427048,0.00012919571202525917,0.00012957105327016105,0.00012918736661871044,104.93199555129075,104.62170270179456,0.1265609637107347,0.1266119,66557.98973648717,66558.27763043654,57281.65061411429,57278.557878765954,199359090.01103604,199359990.58419,0.0
1978.0,male,42.0,2020-06-29,809631.5414748936,809635.4587987275,809736.409129485,809740.066985627,0.0001295167718972033,0.00012919571202525917,0.00012950838496217365,0.00012918736661871044,104.86765459142948,104.60818689953135,0.12656928339999726,0.1266119,66549.36783305665,66549.67914182278,57132.80939563182,57130.28900693934,198842973.5941523,198843935.67663023,0.0
1978.0,male,42.0,2020-07-29,809526.7546753568,809530.8641258841,809631.5414748936,809635.4587987275,0.00012943366924934074,0.00012919571202525917,0.0001294252930733597,0.00012918736661871044,104.78679953682408,104.59467284333904,0.12658031427408856,0.1266119,66540.75189658563,66541.08176402513,56984.18219124619,56982.40393769378,198328209.82144585,198329216.60715336,0.0
1978.0,male,42.0,2020-08-28,809422.0661534788,809426.2829653511,809526.7546753568,809530.8641258841,0.0001293290074114286,0.00012919571202525917,0.00012932064477588767,0.00012918736661871044,104.68852187794899,104.58116053299206,0.1265942066609033,0.1266119,66532.14332173296,66532.48549690007,56835.7607481631,56834.90167753401,197814799.37047878,197815829.9178649,0.0
1978.0,male,42.0,2020-09-27,809317.4952393633,809321.7153153828,809422.0661534788,809426.2829653511,0.00012920041834401142,0.00012919571202525917,0.00012919207232942043,0.00012918736661871044,104.57091411552916,104.56764996826487,0.1266112755209811,0.1266119,66523.54361888392,66523.89034030413,56687.52631173086,56687.7812355365,197302743.35149744,197303772.15982136,0.0
1978.0,male,42.0,2020-10-27,809212.9378349809,809217.1611742339,809317.4952393633,809321.7153153828,0.00012920041834401142,0.00012919571202525917,0.00012919207232942043,0.00012918736661871044,104.5574043824292,104.55414114893196,0.1266112755209811,0.1266119,66514.9493044251,66515.29629409383,56540.78709332322,56541.04162334275,196792012.82164735,196793039.89300716,0.0
1978.0,male,42.0,2020-11-26,809108.3939385862,809112.6205401592,809212.9378349809,809217.1611742339,0.00012920041834401142,0.00012919571202525917,0.00012919207232942043,0.00012918736661871044,104.54389639467965,104.54063407476785,0.1266112755209811,0.1266119,66506.35610028358,66506.70335812574,56394.427718588784,56394.68185515275,196282604.3498168,196283629.68631127,0.0
1978.0,male,42.0,2020-12-26,809003.8635484342,809008.0934114136,809108.3939385862,809112.6205401592,0.00012920041834401142,0.00012919571202525917,0.00012919207232942043,0.00012918736661871044,104.53039015205503,104.52712874554709,0.1266112755209811,0.1266119,66497.7640063159,66498.11153225641,56248.44720427837,56248.700947718215,195774514.51377565,195775538.11750433,0.0
1978.0,male,43.0,2021-01-25,808892.8553887273,808897.0884782298,809003.8635484342,809008.0934114136,0.00013722527350710367,0.0001372205671883105,0.00013721585854986618,0.00013721115287690377,111.00815970695719,111.00493318372592,0.1266112755209811,0.1266119,66488.90625769157,66489.25405025932,56102.6194765323,56102.87282616336,195266172.91110912,195267194.77597198,0.0
1978.0,male,43.0,2021-02-24,808781.8624611002,808786.098776161,808892.8553887273,808897.0884782298,0.00013722527350710367,0.0001372205671883105,0.00013721585854986618,0.00013721115287690377,110.99292762701695,110.98970206886875,0.1266112755209811,0.1266119,66479.78292533537,66480.13098305716,55956.94527798136,55957.19823312561,194759151.25136593,194760171.37949187,0.0
1978.0,male,43.0,2021-03-26,808670.884763463,808675.124303117,808781.8624611002,808786.098776161,0.00013722527350710367,0.0001372205671883105,0.00013721585854986618,0.00013721115287690377,110.97769763715965,110.97447304389043,0.1266112755209811,0.1266119,66470.66084484506,66471.00916764155,55811.64933221651,55811.90189321442,194253446.1072261,194254464.50074467,0.0
