sex,age,mortality per 1 rate,1-year,5-year,$/notlastyr,$/lastyr,pYLD rate,APC in all-cause mortality
male,34,0.001008836,,,,,0.114744011,-0.0202499
male,35,0.001056001,,,,,0.121114862,-0.0137191
male,36,0.001107736,,,,,0.121114862,-0.0137191
male,37,0.001162004,,184318.2,,,0.121114862,-0.0137191
male,38,0.001241112,,,,,0.121114862,-0.0137191
male,39,0.001325606,,,,,0.121114862,-0.0137191
male,40,0.001418981,,,,,0.126611937,-0.0097966
male,41,0.001515584,,,,,0.126611937,-0.0097966
male,42,0.001618763,,162073.6,,,0.126611937,-0.0097966
male,43,0.001736238,,,,,0.126611937,-0.0097966
male,44,0.001862237,,,,,0.126611937,-0.0097966
male,45,0.001997097,,,,,0.134310083,-0.0110928
male,46,0.002142027,,,,,0.134310083,-0.0110928
male,47,0.002297474,,166307.2,,,0.134310083,-0.0110928
male,48,0.002493648,,,,,0.134310083,-0.0110928
male,49,0.002706572,,,,,0.134310083,-0.0110928
male,50,0.002931452,,,,,0.144477766,-0.0163658
male,51,0.003181759,,,,,0.144477766,-0.0163658
male,52,0.003453438,,153786.8,,,0.144477766,-0.0163658
male,53,0.003761463,,,,,0.144477766,-0.0163658
male,54,0.004096961,,,,,0.144477766,-0.0163658
male,55,0.004498899,,,,,0.158944498,-0.0223665
male,56,0.004900172,,,,,0.158944498,-0.0223665
male,57,0.005337236,,153480,,,0.158944498,-0.0223665
male,58,0.005812422,,,,,0.158944498,-0.0223665
male,59,0.006329915,,,,,0.158944498,-0.0223665
male,60,0.006867539,,,,,0.176726893,-0.0289072
male,61,0.007478971,,,,,0.176726893,-0.0289072
male,62,0.008144841,,138742.4,,,0.176726893,-0.0289072
male,63,0.008912373,,,,,0.176726893,-0.0289072
male,64,0.009752233,,,,,0.176726893,-0.0289072
male,65,0.010624227,,,,,0.200683183,-0.0312437
male,66,0.011625404,,,,,0.200683183,-0.0312437
male,67,0.012720928,,120361.4,,,0.200683183,-0.0312437
male,68,0.014045661,,,,,0.200683183,-0.0312437
male,69,0.015508348,,,,,0.200683183,-0.0312437
male,70,0.01739537,,,,,0.229277385,-0.0302402
male,71,0.01920689,,,,,0.229277385,-0.0302402
male,72,0.021207057,,105518.4,,,0.229277385,-0.0302402
male,73,0.023606917,,,,,0.229277385,-0.0302402
male,74,0.026278354,,,,,0.229277385,-0.0302402
male,75,0.029040063,,,,,0.260015379,-0.0275585
male,76,0.032326331,,,,,0.260015379,-0.0275585
male,77,0.035984485,,73162.2,,,0.260015379,-0.0275585
male,78,0.040482998,,,,,0.260015379,-0.0275585
male,79,0.045543881,,,,,0.260015379,-0.0275585
male,80,0.051896481,,,,,0.297499775,-0.0223807
male,81,0.058384193,,,,,0.297499775,-0.0223807
male,82,0.06568295,,48254.6,,,0.297499775,-0.0223807
male,83,0.073876848,,,,,0.297499775,-0.0223807
male,84,0.083092928,,,,,0.297499775,-0.0223807
male,85,0.095388183,,,,,0.342702927,-0.0144256
male,86,0.107287786,,,,,0.342702927,-0.0144256
male,87,0.120671855,,27351.2,,,0.342702927,-0.0144256
male,88,0.13236962,,,,,0.342702927,-0.0144256
male,89,0.145201351,,,,,0.342702927,-0.0144256
male,90,0.159324686,,,,,0.388803087,-0.0120951
male,91,0.174769404,,,,,0.388803087,-0.0120951
male,92,0.191711312,,11252.6,,,0.388803087,-0.0120951
male,93,0.211800424,,,,,0.388803087,-0.0120951
male,94,0.23399464,,,,,0.388803087,-0.0120951
male,95,0.212043578,,,,,0.4300088,-0.0084511
male,96,0.234263274,,,,,0.4300088,-0.0084511
male,97,0.258811336,,2461.2,,,0.4300088,-0.0084511
male,98,0.285931748,,,,,0.4300088,-0.0084511
male,99,0.315894064,,,,,0.4300088,-0.0084511
male,100,0.348996081,,,,,0.4300088,-0.0084511
male,101,0.385566803,,,,,0.4300088,-0.0084511
male,102,0.425969711,,175.5099129,,,0.4300088,-0.0084511
male,103,0.470606374,,,,,0.4300088,-0.0084511
male,104,0.519920438,,,,,0.4300088,-0.0084511
male,105,0.574402042,,,,,0.4300088,-0.0084511
male,106,0.634592683,,,,,0.4300088,-0.0084511
male,107,0.701090601,,8.090087052,,,0.4300088,-0.0084511
male,108,0.774556727,,,,,0.4300088,-0.0084511
male,109,0.855721247,,,,,0.4300088,-0.0084511
male,110,0.945390862,,,,,0.4300088,-0.0084511
female,0,0.003099608,,,,,0.025742155,-0.0277703
female,1,0.000171989,,,,,0.025742155,-0.0277703
female,2,0.000152033,,162441.6,,,0.025742155,-0.0277703
female,3,0.000134393,,,,,0.025742155,-0.0277703
female,4,0.000118799,,,,,0.025742155,-0.0277703
female,5,9.07601E-05,,,,,0.038155819,-0.0286817
female,6,8.02291E-05,,,,,0.038155819,-0.0286817
female,7,7.092E-05,,159648.2,,,0.038155819,-0.0286817
female,8,7.26113E-05,,,,,0.038155819,-0.0286817
female,9,7.43429E-05,,,,,0.038155819,-0.0286817
female,10,7.52188E-05,,,,,0.058003624,-0.0315254
female,11,7.70126E-05,,,,,0.058003624,-0.0315254
female,12,7.88492E-05,,156945.6,,,0.058003624,-0.0315254
female,13,9.4716E-05,,,,,0.058003624,-0.0315254
female,14,0.000113776,,,,,0.058003624,-0.0315254
female,15,0.000164853,,,,,0.095782233,-0.0334663
female,16,0.000198027,,,,,0.095782233,-0.0334663
female,17,0.000237876,,148486.2,,,0.095782233,-0.0334663
female,18,0.000242958,,,,,0.095782233,-0.0334663
female,19,0.000248148,,,,,0.095782233,-0.0334663
female,20,0.000229889,,,,,0.117725533,-0.0323795
female,21,0.0002348,,,,,0.117725533,-0.0323795
female,22,0.000239816,,156669.2,,,0.117725533,-0.0323795
female,23,0.000249896,,,,,0.117725533,-0.0323795
female,24,0.0002604,,,,,0.117725533,-0.0323795
female,25,0.000271218,,,,,0.125156313,-0.0266087
female,26,0.000282618,,,,,0.125156313,-0.0266087
female,27,0.000294497,,174236.2,,,0.125156313,-0.0266087
female,28,0.000312708,,,,,0.125156313,-0.0266087
female,29,0.000332045,,,,,0.125156313,-0.0266087
female,30,0.000350696,,,,,0.129758796,-0.0202499
female,31,0.000372382,,,,,0.129758796,-0.0202499
female,32,0.000395409,,187175.2,,,0.129758796,-0.0202499
female,33,0.000430305,,,,,0.129758796,-0.0202499
female,34,0.00046828,,,,,0.129758796,-0.0202499
female,35,0.000522348,,,,,0.137418872,-0.0137191
female,36,0.000568447,,,,,0.137418872,-0.0137191
female,37,0.000618613,,184258.4,,,0.137418872,-0.0137191
female,38,0.000666032,,,,,0.137418872,-0.0137191
female,39,0.000717085,,,,,0.137418872,-0.0137191
female,40,0.000754622,,,,,0.144566926,-0.0097966
female,41,0.000812466,,,,,0.144566926,-0.0097966
female,42,0.000874744,,163668.6,,,0.144566926,-0.0097966
female,43,0.000956311,,,,,0.144566926,-0.0097966
female,44,0.001045484,,,,,0.144566926,-0.0097966
female,45,0.001165751,,,,,0.152145724,-0.0110928
female,46,0.001274453,,,,,0.152145724,-0.0110928
female,47,0.001393291,,169162.6,,,0.152145724,-0.0110928
female,48,0.001513771,,,,,0.152145724,-0.0110928
female,49,0.001644669,,,,,0.152145724,-0.0110928
female,50,0.001774398,,,,,0.15627234,-0.0163658
female,51,0.001927833,,,,,0.15627234,-0.0163658
female,52,0.002094535,,157878,,,0.15627234,-0.0163658
female,53,0.002266117,,,,,0.15627234,-0.0163658
female,54,0.002451755,,,,,0.15627234,-0.0163658
female,55,0.002653516,,,,,0.163966729,-0.0223665
female,56,0.00287089,,,,,0.163966729,-0.0223665
female,57,0.00310607,,156402.2,,,0.163966729,-0.0223665
female,58,0.003373171,,,,,0.163966729,-0.0223665
female,59,0.00366324,,,,,0.163966729,-0.0223665
female,60,0.00396675,,,,,0.17822413,-0.0289072
female,61,0.004307863,,,,,0.17822413,-0.0289072
female,62,0.00467831,,144962.8,,,0.17822413,-0.0289072
female,63,0.005117406,,,,,0.17822413,-0.0289072
female,64,0.005597715,,,,,0.17822413,-0.0289072
female,65,0.006078288,,,,,0.199590945,-0.0312437
female,66,0.006648783,,,,,0.199590945,-0.0312437
female,67,0.007272824,,126170.8,,,0.199590945,-0.0312437
female,68,0.008089308,,,,,0.199590945,-0.0312437
female,69,0.008997455,,,,,0.199590945,-0.0312437
female,70,0.010173101,,,,,0.223411287,-0.0302402
female,71,0.011315185,,,,,0.223411287,-0.0302402
female,72,0.012585485,,111157.4,,,0.223411287,-0.0302402
female,73,0.014154695,,,,,0.223411287,-0.0302402
female,74,0.01591956,,,,,0.223411287,-0.0302402
female,75,0.01769322,,,,,0.248565323,-0.0275585
female,76,0.019899283,,,,,0.248565323,-0.0275585
female,77,0.022380407,,79437.2,,,0.248565323,-0.0275585
female,78,0.025563134,,,,,0.248565323,-0.0275585
female,79,0.029198477,,,,,0.248565323,-0.0275585
female,80,0.033660565,,,,,0.289356838,-0.0223807
female,81,0.038447447,,,,,0.289356838,-0.0223807
female,82,0.043915073,,56334.4,,,0.289356838,-0.0223807
female,83,0.050439347,,,,,0.289356838,-0.0223807
female,84,0.057932905,,,,,0.289356838,-0.0223807
female,85,0.067735188,,,,,0.337803617,-0.0144256
female,86,0.077798314,,,,,0.337803617,-0.0144256
female,87,0.089356476,,38458.8,,,0.337803617,-0.0144256
female,88,0.100899861,,,,,0.337803617,-0.0144256
female,89,0.113934462,,,,,0.337803617,-0.0144256
female,90,0.129947557,,,,,0.387003932,-0.0120951
female,91,0.146734642,,,,,0.387003932,-0.0120951
female,92,0.165690341,,20058.8,,,0.387003932,-0.0120951
female,93,0.188275213,,,,,0.387003932,-0.0120951
female,94,0.213938578,,,,,0.387003932,-0.0120951
female,95,0.230813954,,,,,0.43510533,-0.0084511
female,96,0.262275677,,,,,0.43510533,-0.0084511
female,97,0.298025876,,6015.2,,,0.43510533,-0.0084511
female,98,0.338649103,,,,,0.43510533,-0.0084511
female,99,0.384809589,,,,,0.43510533,-0.0084511
female,100,0.437262106,,,,,0.43510533,-0.0084511
female,101,0.496864306,,,,,0.43510533,-0.0084511
female,102,0.564590745,,667.1371132,,,0.43510533,-0.0084511
female,103,0.641548821,,,,,0.43510533,-0.0084511
female,104,0.728996877,,,,,0.43510533,-0.0084511
female,105,0.828364778,,,,,0.43510533,-0.0084511
female,106,0.94127729,,,,,0.43510533,-0.0084511
female,107,1.069580649,,16.66288679,,,0.43510533,-0.0084511
female,108,1.215372747,,,,,0.43510533,-0.0084511
female,109,1.381037432,,,,,0.43510533,-0.0084511
female,110,1.569283493,,,,,0.43510533,-0.0084511
