sex,age,mortality per 1 rate,1-year,5-year,$/notlastyr,$/lastyr,pYLD rate,APC in all-cause mortality
male,56,0.005412775,,,,,0.169049598,-0.0254497
male,57,0.005927139,,30585.4,,,0.169049598,-0.0254497
male,58,0.006381697,,,,,0.169049598,-0.0254497
male,59,0.006871115,,,,,0.169049598,-0.0254497
male,60,0.007259035,,,,,0.187719787,-0.0305385
male,61,0.007815737,,,,,0.187719787,-0.0305385
male,62,0.008415133,,27157.6,,,0.187719787,-0.0305385
male,63,0.009201169,,,,,0.187719787,-0.0305385
male,64,0.010060627,,,,,0.187719787,-0.0305385
male,65,0.011018798,,,,,0.213087614,-0.0320629
male,66,0.012048036,,,,,0.213087614,-0.0320629
male,67,0.013173412,,23211,,,0.213087614,-0.0320629
male,68,0.014469756,,,,,0.213087614,-0.0320629
male,69,0.015893669,,,,,0.213087614,-0.0320629
male,70,0.017612564,,,,,0.241446255,-0.0305547
male,71,0.019345748,,,,,0.241446255,-0.0305547
male,72,0.021249488,,20623.2,,,0.241446255,-0.0305547
male,73,0.023693675,,,,,0.241446255,-0.0305547
male,74,0.026419001,,,,,0.241446255,-0.0305547
male,75,0.02958193,,,,,0.275228687,-0.0277749
male,76,0.032984542,,,,,0.275228687,-0.0277749
male,77,0.036778533,,13984.4,,,0.275228687,-0.0277749
male,78,0.041436577,,,,,0.275228687,-0.0277749
male,79,0.046684567,,,,,0.275228687,-0.0277749
male,80,0.052869062,,,,,0.31857426,-0.0219149
male,81,0.059564989,,,,,0.31857426,-0.0219149
male,82,0.067108964,,8683.2,,,0.31857426,-0.0219149
male,83,0.075472781,,,,,0.31857426,-0.0219149
male,84,0.084878984,,,,,0.31857426,-0.0219149
male,85,0.097334741,,,,,0.371314156,-0.0137733
male,86,0.109465609,,,,,0.371314156,-0.0137733
male,87,0.123108352,,4605.8,,,0.371314156,-0.0137733
male,88,0.136644365,,,,,0.371314156,-0.0137733
male,89,0.15166869,,,,,0.371314156,-0.0137733
male,90,0.171982478,,,,,0.423897782,-0.0059051
male,91,0.190892301,,,,,0.423897782,-0.0059051
male,92,0.211881296,,2002.2,,,0.423897782,-0.0059051
male,93,0.232600421,,,,,0.423897782,-0.0059051
male,94,0.255345597,,,,,0.423897782,-0.0059051
male,95,0.229566142,,,,,0.469986817,0.0004485
male,96,0.252014606,,,,,0.469986817,0.0004485
male,97,0.276658227,,385.8,,,0.469986817,0.0004485
male,98,0.30371166,,,,,0.469986817,0.0004485
male,99,0.333410553,,,,,0.469986817,0.0004485
male,100,0.366013596,,,,,0.469986817,0.0004485
male,101,0.401804776,,,,,0.469986817,0.0004485
male,102,0.441095849,,31.75297087,,,0.469986817,0.0004485
male,103,0.484229058,,,,,0.469986817,0.0004485
male,104,0.531580111,,,,,0.469986817,0.0004485
male,105,0.583561457,,,,,0.469986817,0.0004485
male,106,0.640625875,,,,,0.469986817,0.0004485
male,107,0.703270422,,1.447029129,,,0.469986817,0.0004485
male,108,0.772040759,,,,,0.469986817,0.0004485
male,109,0.847535904,,,,,0.469986817,0.0004485
male,110,0.930413454,,,,,0.469986817,0.0004485
female,0,0.003604366,,,,,0.028835111,-0.029343
female,1,0.000154203,,,,,0.028835111,-0.029343
female,2,0.000148158,,29312.8,,,0.028835111,-0.029343
female,3,0.000142349,,,,,0.028835111,-0.029343
female,4,0.000136768,,,,,0.028835111,-0.029343
female,5,0.000127516,,,,,0.040909963,-0.0301753
female,6,0.000122517,,,,,0.040909963,-0.0301753
female,7,0.000117714,,30595.6,,,0.040909963,-0.0301753
female,8,0.000115135,,,,,0.040909963,-0.0301753
female,9,0.000112613,,,,,0.040909963,-0.0301753
female,10,9.91937E-05,,,,,0.063668666,-0.0377166
female,11,9.7021E-05,,,,,0.063668666,-0.0377166
female,12,9.48959E-05,,31274,,,0.063668666,-0.0377166
female,13,0.000111554,,,,,0.063668666,-0.0377166
female,14,0.000131137,,,,,0.063668666,-0.0377166
female,15,0.000179011,,,,,0.100421978,-0.0290353
female,16,0.000210435,,,,,0.100421978,-0.0290353
female,17,0.000247376,,29753.4,,,0.100421978,-0.0290353
female,18,0.000268042,,,,,0.100421978,-0.0290353
female,19,0.000290436,,,,,0.100421978,-0.0290353
female,20,0.000311172,,,,,0.124121019,-0.030907
female,21,0.000337168,,,,,0.124121019,-0.030907
female,22,0.000365336,,31624,,,0.124121019,-0.030907
female,23,0.000379355,,,,,0.124121019,-0.030907
female,24,0.000393912,,,,,0.124121019,-0.030907
female,25,0.0004017,,,,,0.132912965,-0.0256233
female,26,0.000417114,,,,,0.132912965,-0.0256233
female,27,0.00043312,,33676.6,,,0.132912965,-0.0256233
female,28,0.000446519,,,,,0.132912965,-0.0256233
female,29,0.000460333,,,,,0.132912965,-0.0256233
female,30,0.000468209,,,,,0.13732581,-0.019251
female,31,0.000482694,,,,,0.13732581,-0.019251
female,32,0.000497626,,32595.8,,,0.13732581,-0.019251
female,33,0.000519301,,,,,0.13732581,-0.019251
female,34,0.000541919,,,,,0.13732581,-0.019251
female,35,0.000548662,,,,,0.143894363,-0.016826
female,36,0.000572559,,,,,0.143894363,-0.016826
female,37,0.000597498,,30653,,,0.143894363,-0.016826
female,38,0.00066067,,,,,0.143894363,-0.016826
female,39,0.000730522,,,,,0.143894363,-0.016826
female,40,0.000835329,,,,,0.152720363,-0.013697
female,41,0.000923648,,,,,0.152720363,-0.013697
female,42,0.001021304,,29044,,,0.152720363,-0.013697
female,43,0.001112516,,,,,0.152720363,-0.013697
female,44,0.001211875,,,,,0.152720363,-0.013697
female,45,0.001311824,,,,,0.160284539,-0.0152636
female,46,0.001428982,,,,,0.160284539,-0.0152636
female,47,0.001556604,,32951.2,,,0.160284539,-0.0152636
female,48,0.001712827,,,,,0.160284539,-0.0152636
female,49,0.001884727,,,,,0.160284539,-0.0152636
female,50,0.002098764,,,,,0.166071867,-0.0220069
female,51,0.002309398,,,,,0.166071867,-0.0220069
female,52,0.002541171,,32637.4,,,0.166071867,-0.0220069
female,53,0.002751333,,,,,0.166071867,-0.0220069
female,54,0.002978875,,,,,0.166071867,-0.0220069
female,55,0.003235626,,,,,0.173712866,-0.0254497
female,56,0.003503221,,,,,0.173712866,-0.0254497
female,57,0.003792946,,32756.6,,,0.173712866,-0.0254497
female,58,0.004081658,,,,,0.173712866,-0.0254497
female,59,0.004392345,,,,,0.173712866,-0.0254497
female,60,0.004660967,,,,,0.188041369,-0.0305385
female,61,0.00501575,,,,,0.188041369,-0.0305385
female,62,0.005397539,,29205,,,0.188041369,-0.0305385
female,63,0.005902724,,,,,0.188041369,-0.0305385
female,64,0.006455192,,,,,0.188041369,-0.0305385
female,65,0.007053388,,,,,0.208967747,-0.0320629
female,66,0.007713553,,,,,0.208967747,-0.0320629
female,67,0.008435506,,24888.8,,,0.208967747,-0.0320629
female,68,0.009302163,,,,,0.208967747,-0.0320629
female,69,0.010257858,,,,,0.208967747,-0.0320629
female,70,0.011406333,,,,,0.233199912,-0.0305547
female,71,0.012578209,,,,,0.233199912,-0.0305547
female,72,0.013870482,,22098,,,0.233199912,-0.0305547
female,73,0.01557247,,,,,0.233199912,-0.0305547
female,74,0.017483302,,,,,0.233199912,-0.0305547
female,75,0.019636293,,,,,0.266947996,-0.0277749
female,76,0.022045779,,,,,0.266947996,-0.0277749
female,77,0.024750924,,15660.8,,,0.266947996,-0.0277749
female,78,0.028223662,,,,,0.266947996,-0.0277749
female,79,0.032183651,,,,,0.266947996,-0.0277749
female,80,0.036845163,,,,,0.317945583,-0.0219149
female,81,0.042014813,,,,,0.317945583,-0.0219149
female,82,0.047909803,,10780.8,,,0.317945583,-0.0219149
female,83,0.054668692,,,,,0.317945583,-0.0219149
female,84,0.062381094,,,,,0.317945583,-0.0219149
female,85,0.072529124,,,,,0.379569012,-0.0137733
female,86,0.082761191,,,,,0.379569012,-0.0137733
female,87,0.09443675,,6458.8,,,0.379569012,-0.0137733
female,88,0.106283497,,,,,0.379569012,-0.0137733
female,89,0.119616375,,,,,0.379569012,-0.0137733
female,90,0.136297248,,,,,0.441971861,-0.0059051
female,91,0.153395242,,,,,0.441971861,-0.0059051
female,92,0.172638117,,3433.4,,,0.441971861,-0.0059051
female,93,0.194705141,,,,,0.441971861,-0.0059051
female,94,0.219592824,,,,,0.441971861,-0.0059051
female,95,0.233521594,,,,,0.497501817,0.0004485
female,96,0.263370891,,,,,0.497501817,0.0004485
female,97,0.297035597,,908.8,,,0.497501817,0.0004485
female,98,0.335003408,,,,,0.497501817,0.0004485
female,99,0.377824357,,,,,0.497501817,0.0004485
female,100,0.426118783,,,,,0.497501817,0.0004485
female,101,0.480586319,,,,,0.497501817,0.0004485
female,102,0.542016029,,102.1514993,,,0.497501817,0.0004485
female,103,0.611297833,,,,,0.497501817,0.0004485
female,104,0.689435405,,,,,0.497501817,0.0004485
female,105,0.777560712,,,,,0.497501817,0.0004485
female,106,0.876950409,,,,,0.497501817,0.0004485
female,107,0.989044338,,3.048500661,,,0.497501817,0.0004485
female,108,1.115466385,,,,,0.497501817,0.0004485
female,109,1.258048005,,,,,0.497501817,0.0004485
female,110,1.418854754,,,,,0.497501817,0.0004485
